id_cliente,nome_artista,reputacao_artista,altura,largura,peso,material,preco_escultura,preco_base_envio,internacional,envio_expresso,instalacao_incluida,transporte,fragil,pedido_extra_cliente,localizacao_remota,data_agendada,data_entrega,custo
0f71c138-1994-465c-8bc6-7ef5fdf0edff,James Davis,0.54,7.9248,2.7432000000000003,1407.042384,Madeira,33967.5,92.1375,Não,Sim,Sim,Não especificado,Não,Sim,Não,16/09/22,17/09/22,1758.645
77066943-7540-46b0-bcbb-d8d79ece7dd0,Patricia Crosslin,0.69,6.4008,1.8288,1793.502768,Latão,73657.5,86.2575,Sim,Não,Sim,Aquaviário,Não,Sim,Não,30/04/22,03/05/22,1888.53
4922c3f0-6c74-4697-bc17-ece786d801c1,Esther Simmons,0.27,3.048,1.2192,5401.827128,Pedra,154717.5,147.945,Sim,Não,Não,Aquaviário,Não,Sim,Não,29/04/23,26/04/23,1728.3
99c81c62-b262-486e-bedd-20d49d814544,Ralph Mangum,0.11,5.7912,4.2672,3617.849792,Bronze,37275.0,434.91,Não,Sim,Não,Rodoviário,Não,Não,Não,10/02/21,14/02/21,2234.61
e834aac6-6920-4147-aae0-f2b18fbd5416,Kathryn Dodge,0.59,6.096,2.7432000000000003,89.811216,Não especificado,29190.0,82.74,Não,Sim,Não,Não especificado,Não,Não,Não,10/11/22,07/11/22,1673.385
89c244a7-2c41-4efa-8daf-fa1707b3f158,John Blair,0.66,2.7432000000000003,1.524,83.460928,Alumínio,36225.0,55.02,Não,Não,Não,Rodoviário,Não,Sim,Não,10/11/20,07/11/20,1284.2025
c92ca8fb-6a71-4843-b48b-e50669cc5f57,Mark Davis,0.4618504347826087,3.048,1.2192,78.925008,Não especificado,34807.5,102.9525,Sim,Não,Não,Aquaviário,Não,Sim,Não,10/06/20,13/06/20,1465.59
e6b73fb7-e178-490c-a25c-d4c073d49bed,Chris Gomez,0.2,7.62,2.7432000000000003,3583.830392,Latão,44940.0,491.3475,Não,Não,Não,Aquaviário,Não,Sim,Sim,03/10/21,04/10/21,2876.0025
3a104cc0-c5a2-42ed-b5c6-b0e04654b363,Nicole Bice,0.47,8.5344,4.572,446.78812,Alumínio,35490.0,104.1075,Não,Não,Sim,Rodoviário,Não,Sim,Não,05/02/21,01/02/21,1952.055
90b4ece1-aeaa-45ab-8fad-c02cc4f20933,Cheyenne Witt,0.67,5.1816,1.8288,82.553744,Madeira,31500.0,57.96,Não,Não,Não,Não especificado,Não,Não,Não,07/02/20,08/02/20,1471.1550000000002
f9e795e5-55db-4771-bb4e-23fe4d988cab,Henry Humphrey,0.25,3.048,1.2192,2222.6008,Mármore,135607.5,96.3375,Sim,Sim,Sim,Aéreo,Não,Não,Não,30/04/21,27/04/21,1884.33
38948997-7f6c-46d7-a46e-4848dd3b5a46,Viola Lackland,0.31,3.9624,2.1336,203.662808,Alumínio,25777.5,129.5175,Não,Não,Sim,Aéreo,Não,Sim,Não,01/10/22,01/10/22,1124.2875
eada5734-3703-456e-90d0-163753b4c5dc,Robert Torres,0.57,1.8288,1.2192,35.833768,Não especificado,24727.5,116.76,Não,Não,Não,Não especificado,Sim,Não,Não,10/04/21,10/04/21,1267.77
efb36961-1006-49cf-aba2-4864bb546517,Michael Doyle,0.01,6.096,1.524,39.916096,Não especificado,34177.5,118.0725,Sim,Não,Não,Aquaviário,Não,Sim,Não,03/02/22,06/02/22,673.995
f11f641b-17ff-4e0a-8460-e09c1d7c8c3a,Alejandro Reyes,0.68,2.4384,1.524,136.531192,Argila,22995.0,106.89,Sim,Não,Não,Aquaviário,Sim,Sim,Não,01/04/22,31/03/22,1472.2050000000002
15de44a6-ed44-4fec-b529-963cc1d10eb3,Amber Gutierrez,0.23,4.8768,2.4384,162.385936,Alumínio,17115.0,72.555,Sim,Não,Não,Aéreo,Não,Não,Sim,15/10/21,12/10/21,941.43
1bd050e7-d31f-41d6-8f74-442523c152e7,Stefan Moquin,0.52,10.9728,5.1816,268.980056,Madeira,20265.0,89.25,Não,Não,Sim,Rodoviário,Não,Sim,Não,20/10/22,24/10/22,1515.0449999999998
9185e242-320c-44a3-896a-679db1cdf4a0,Gail Stalvey,0.01,4.8768,2.1336,454.499184,Argila,21787.5,115.6575,Não,Não,Não,Não especificado,Sim,Sim,Não,01/11/19,31/10/19,820.575
eba544f4-1f96-43df-8766-23d48c1a80b8,Luna Jones,0.93,8.8392,2.4384,3518.513144,Bronze,127522.5,413.4375,Sim,Não,Não,Aéreo,Não,Sim,Não,07/04/21,07/04/21,15460.9875
610789b9-3a0c-4a41-a784-1bbbdbf3cdf2,James Chessman,0.58,6.096,1.524,32.205032,Alumínio,22470.0,104.1075,Não,Não,Não,Não especificado,Não,Sim,Sim,14/09/20,16/09/20,1077.2475
85c07a4f-ab3f-447a-8315-67c082d85558,Constance Anderson,0.27,1.8288,1.524,161.02516,Não especificado,16485.0,78.96,Não,Não,Sim,Rodoviário,Não,Não,Não,11/09/20,11/09/20,950.355
e82982e1-7e1a-48d5-a629-2d664c90dfcb,Rene Anderson,0.17,6.096,2.1336,1664.229048,Bronze,26932.5,58.1175,Não,Não,Não,Não especificado,Não,Sim,Sim,29/09/22,28/09/22,799.2075
eb282089-9c35-4bb4-be28-ee9f26ebeed3,Verla Vidinha,0.07,2.7432000000000003,1.2192,33.565808,Argila,35542.5,61.6875,Não,Não,Sim,Rodoviário,Sim,Sim,Sim,02/04/19,31/03/19,723.8175
ff63461e-43e5-4817-b8b8-07cca4d0c203,Bill Diaz,0.51,2.4384,1.2192,97.52228,Argila,32812.5,125.2125,Não,Não,Não,Rodoviário,Sim,Não,Não,06/11/22,09/11/22,1381.9575
31d0a4af-cd5d-4ecd-a770-65a3b38d85f3,Elizabeth Garcia,0.59,4.8768,2.4384,2122.356968,Não especificado,52920.0,103.7925,Sim,Não,Não,Aéreo,Não,Sim,Não,09/08/22,08/08/22,1999.7775
106b1055-bca7-4c50-80d0-bda7589ca037,Asha Wilson,0.29,7.315200000000001,3.6576,1108.125256,Argila,27195.0,82.95,Não,Não,Sim,Aéreo,Sim,Não,Não,16/06/23,12/06/23,1578.57
59357ae2-b7b7-467a-a60f-7bf7639b3f1a,Alejandro Hagan,0.17,14.3256,7.010400000000001,2551.001408,Alumínio,104055.0,334.8975,Não,Não,Não,Rodoviário,Não,Sim,Não,01/07/19,01/07/19,2059.05
a852bc60-7ecf-4106-b1dd-34b521228393,Susan Macdonald,0.98,4.572,2.1336,1756.308224,Latão,28822.5,105.21,Sim,Sim,Não,Aéreo,Não,Não,Sim,28/02/23,04/03/23,5060.37
670b6cac-d998-4a4b-9986-df1dd19deb1b,Gerald Elliott,0.25,4.572,1.8288,250.836376,Argila,15907.5,94.9725,Sim,Não,Não,Aquaviário,Sim,Não,Não,16/05/19,16/05/19,960.33
becbc3a4-d1cd-41e0-b2c4-42e471a0134a,Gary Lamb,0.4618504347826087,11.8872,2.1336,486.704216,Alumínio,18900.0,122.3775,Não,Não,Sim,Não especificado,Não,Sim,Sim,05/06/22,01/06/22,1416.87
aa3f1e1c-033c-41a2-b898-901406d0c827,Donald Couture,0.31,2.1336,1.524,188.24068,Bronze,30187.5,115.5,Não,Não,Sim,Aéreo,Não,Sim,Não,08/01/23,07/01/23,1104.8625
d27aa024-40ff-4f1a-b74e-99479e08ef6f,William Melgar,0.12,7.9248,2.4384,264.444136,Madeira,18375.0,88.35749999999999,Sim,Não,Sim,Aquaviário,Não,Sim,Não,23/04/21,24/04/21,736.995
4f4c99c5-d487-492a-b80a-b5717c1aea58,Heidi Wengel,0.4618504347826087,5.486400000000001,2.4384,2387.254696,Latão,41265.0,289.0125,Não,Não,Sim,Não especificado,Não,Sim,Não,25/06/19,23/06/19,2012.115
d29b332b-5680-4c42-93d6-0eef785fba87,Maurice Nickels,0.49,2.1336,1.524,2148.211712,Pedra,96600.0,124.74,Não,Sim,Não,Aéreo,Não,Sim,Sim,24/01/21,28/01/21,1698.6375
2584aa4a-a7da-476f-97fb-500c325c06cc,Jody Johnson,0.68,11.8872,4.572,1812.553632,Alumínio,61740.0,117.5475,Não,Sim,Sim,Não especificado,Não,Sim,Não,16/12/22,12/12/22,4393.2
ae0295c2-8561-4475-b982-e22e93c45bc5,William Otto,0.38,13.4112,6.4008,1207.915496,Alumínio,23257.5,82.3725,Não,Não,Não,Não especificado,Não,Sim,Sim,24/12/19,24/12/19,1222.515
0df2ec23-8a90-4424-8fa8-d204e7440fb9,Kristine Manuel,0.04,10.668,5.1816,252.650744,Não especificado,29295.0,96.8625,Sim,Não,Não,Aquaviário,Não,Sim,Não,28/05/21,31/05/21,597.765
0830af69-a4ae-401d-b221-9f81a7ac6487,Albert Rivard,0.81,6.096,0.9144,224.52804,Pedra,32077.5,109.9875,Sim,Não,Não,Aquaviário,Não,Sim,Sim,12/10/22,08/10/22,2712.78
7973ca4b-d2a6-4caf-9514-274472c3f320,Melissa Shawler,0.65,9.7536,3.3528,968.41892,Alumínio,52342.5,77.7525,Não,Sim,Sim,Aéreo,Não,Sim,Não,13/11/22,09/11/22,6075.3
8aa14c64-5233-4d45-906e-5b48e484b598,Roger Henderson,0.84,5.486400000000001,2.4384,4708.738552,Latão,137025.0,240.3975,Sim,Sim,Não,Aéreo,Não,Sim,Não,02/09/19,29/08/19,8068.672500000001
9a307104-d4a8-4c86-bd1e-f3948b398595,Charles Plank,0.36,7.62,7.315200000000001,6383.853808,Argila,178920.0,503.4225,Não,Não,Sim,Aéreo,Sim,Sim,Não,18/04/22,21/04/22,6118.35
cb719141-528a-4ec2-85fb-baa8fb4db0be,Shirley Kelley,0.22,2.4384,1.2192,357.430496,Latão,22155.0,128.4675,Não,Não,Não,Rodoviário,Não,Sim,Não,14/03/20,16/03/20,940.8
569439ea-7520-4cb2-9dbc-cdaf0b782c3c,Michael Allbee,0.4618504347826087,7.62,3.3528,838.691608,Não especificado,16432.5,81.27,Não,Sim,Sim,Aéreo,Não,Não,Não,06/03/21,04/03/21,2923.5675
4665537c-628f-42d1-8bf2-b83cbda50126,Hazel Hodge,0.58,3.048,1.2192,224.981632,Bronze,16065.0,98.0175,Não,Não,Não,Rodoviário,Não,Sim,Não,04/04/21,05/04/21,1132.32
16e61cd0-3a72-449b-a40a-c772ed987a87,Shirley Dwyer,0.17,5.486400000000001,1.8288,1407.042384,Argila,24727.5,89.7225,Não,Não,Não,Rodoviário,Sim,Sim,Não,16/12/20,16/12/20,779.2049999999999
3ad5d0ca-1ce0-4ef3-b624-dc26afc7a59b,David Jacobs,0.45,2.7432000000000003,1.524,565.629224,Latão,31605.0,70.98,Não,Não,Sim,Rodoviário,Não,Sim,Não,18/09/22,15/09/22,1284.255
f902cdf6-487a-4df9-a792-71d4ec5f09c4,Troy Longoria,0.4,4.2672,2.4384,1407.042384,Argila,19897.5,53.865,Não,Sim,Sim,Não especificado,Sim,Não,Não,26/07/23,29/07/23,1123.29
9de13701-8930-4442-8e35-4f0dedafdb60,Willie Blackwell,0.97,9.144,4.572,260.8154,Madeira,24045.0,70.2975,Não,Não,Não,Rodoviário,Não,Sim,Não,02/11/19,31/10/19,3721.515
b0bcd6bf-071a-43b5-aa6b-a398cb182334,Jane Brown,0.93,9.144,3.048,460.849472,Não especificado,51922.5,69.7725,Sim,Não,Não,Aquaviário,Não,Sim,Não,28/11/21,24/11/21,16508.2575
bd44b19b-cf16-4a98-a9ca-cd56efb1a014,Dorothy Nerad,0.38,3.6576,2.4384,957.986304,Bronze,21840.0,90.7725,Sim,Não,Não,Aéreo,Não,Sim,Sim,03/04/23,01/04/23,1318.1175
9e1c3193-1a78-47c0-a0c7-01a43516c0c5,Mitchell Gates,0.5,4.8768,1.8288,531.156232,Latão,17535.0,98.9625,Não,Não,Não,Aéreo,Não,Sim,Sim,06/03/23,09/03/23,1243.6725
74f75b02-5a80-4acd-99d8-9ab4edc21a85,Dennis Rossetti,0.18,4.572,1.8288,216.363384,Argila,33337.5,80.85000000000001,Sim,Não,Não,Aéreo,Sim,Sim,Sim,02/07/20,29/06/20,993.51
c469aff2-7bee-4bbd-b11e-d262f39e7fae,Cristina Putman,0.22,7.010400000000001,3.9624,156.48924,Madeira,32707.5,117.075,Não,Sim,Sim,Aéreo,Não,Não,Não,21/10/20,21/10/20,1184.4525
e21a3338-19c5-4d53-a101-93ae726cb59f,Bernice Werth,0.43,6.096,4.2672,1293.190792,Alumínio,34387.5,116.2875,Não,Sim,Não,Não especificado,Não,Não,Sim,29/06/23,30/06/23,2050.4925
a37f6135-e131-4ea4-80da-991d85e253f9,Pearl Tindol,0.49,4.8768,2.4384,428.190848,Argila,28822.5,86.73,Não,Não,Não,Rodoviário,Sim,Sim,Não,27/05/20,30/05/20,1130.955
5ec3e0c8-1b90-4ccd-96f9-2535dafa33e1,Tommy Mcmanus,0.64,3.048,1.2192,1407.042384,Mármore,166372.5,482.895,Sim,Não,Sim,Aquaviário,Não,Sim,Não,20/07/22,20/07/22,5479.53
53211516-4414-4901-923e-a237b5c26f42,Calvin Rothenbach,0.03,12.4968,2.7432000000000003,224.074448,Madeira,29295.0,99.12,Não,Sim,Sim,Aéreo,Não,Não,Não,08/02/23,09/02/23,819.0525
2e16fa44-65d3-46ac-bc6a-81aba062eea9,Lester Flores,0.28,11.2776,6.096,4294.155464,Argila,107152.5,143.85,Não,Sim,Não,Não especificado,Sim,Sim,Não,26/08/20,25/08/20,2248.155
958e3537-6ba8-4edc-9d6f-4579874f54a1,Charles Decker,0.4618504347826087,10.668,3.9624,1407.042384,Latão,466410.0,180.915,Não,Não,Não,Não especificado,Não,Sim,Não,30/03/21,02/04/21,11210.325
f08d2fb5-a33c-4465-a843-7588e9756bdf,Taylor Bodi,0.86,4.2672,2.1336,1675.568848,Latão,43575.0,89.355,Não,Sim,Sim,Não especificado,Não,Sim,Sim,03/10/20,07/10/20,7845.6
4531de5b-f97c-4db5-9869-df99c9ccfc3f,Joseph Forsyth,0.99,2.4384,2.4384,67.585208,Alumínio,36330.0,114.7125,Não,Não,Não,Aquaviário,Não,Sim,Não,17/01/22,19/01/22,3290.3325
aec28077-82d7-48ec-b322-f7d41d4a9de4,Shanna Davison,0.27,11.2776,4.8768,3340.70508,Argila,149782.5,153.09,Sim,Não,Sim,Aquaviário,Sim,Sim,Não,10/01/19,14/01/19,1766.7824999999998
a29115ed-6dc4-4a07-9c0a-e66e7b54f6d7,Richard Ortega,0.42,7.315200000000001,5.1816,2199.014016,Argila,170205.0,123.48,Sim,Não,Sim,Aéreo,Sim,Não,Não,11/04/19,12/04/19,2900.835
bde136bb-8d5f-4ff2-8e5f-a810c25a14c1,Donald Cruz,0.3,7.010400000000001,3.048,522.991576,Alumínio,19477.5,108.4125,Não,Não,Não,Rodoviário,Não,Sim,Não,17/03/23,14/03/23,1045.275
4d6659d9-5e61-42c0-ab8c-1d3c0f2837b1,Jerry Crump,0.99,9.144,2.1336,500.765568,Alumínio,31027.5,73.71,Sim,Não,Sim,Aquaviário,Não,Sim,Não,24/09/19,28/09/19,4209.765
ea571248-bb58-493f-83a7-216fa48bfac3,Kayla Monteiro,0.34,7.010400000000001,3.6576,204.1164,Madeira,25987.5,128.52,Não,Não,Não,Rodoviário,Não,Sim,Não,14/12/21,15/12/21,1108.275
e9e32e95-ff0d-4781-8c75-05409aa05c47,Melina Coppola,0.51,8.8392,3.048,905.369632,Não especificado,60112.5,109.305,Sim,Não,Sim,Não especificado,Não,Sim,Não,20/06/19,22/06/19,1733.1825
2e8b1b43-757f-4aa0-bdb0-857256d98564,Robert Latham,0.36,2.7432000000000003,1.524,28.576296,Madeira,22575.0,59.22,Não,Não,Não,Rodoviário,Não,Sim,Não,27/06/20,29/06/20,588.1575
9d1d3d07-9260-4b12-9b66-5d31b6aad8fe,Lindsay Christie,0.77,3.048,1.524,245.393272,Bronze,27720.0,120.96,Não,Não,Não,Rodoviário,Não,Sim,Não,21/09/20,17/09/20,2206.26
62ae13bb-a852-4747-8892-d2556724d799,Andre Maynard,0.18,7.9248,1.8288,728.468752,Argila,34440.0,84.945,Não,Não,Não,Aéreo,Sim,Sim,Sim,21/12/21,20/12/21,973.2975
9f9c7664-3655-49ba-ab87-99d354a57d8e,Peggy Cocks,0.87,2.1336,1.524,963.883,Pedra,27405.0,104.0025,Não,Sim,Sim,Rodoviário,Não,Sim,Não,21/10/19,21/10/19,2749.4775
c77dff04-e909-42cb-997e-b06eac42acbb,Stella Holden,0.32,12.4968,3.6576,3551.62536,Argila,85207.5,467.1975,Não,Não,Não,Rodoviário,Sim,Sim,Não,26/02/23,27/02/23,4056.675
39a83965-bd89-4b64-8445-ec16b07597f6,Justin Zander,0.58,8.5344,5.1816,406.418432,Madeira,17430.0,90.51,Não,Não,Sim,Não especificado,Não,Sim,Sim,10/12/21,13/12/21,1809.885
827b68e7-c565-4c69-9f75-3787d7debba1,Cynthia Gallegos,0.03,2.1336,2.4384,983.387456,Mármore,24412.5,89.565,Não,Não,Não,Não especificado,Não,Sim,Não,17/12/20,18/12/20,898.5375
5cef9aaf-19b1-4818-8cd9-645fdc9ee265,Kelly Rubio,0.4,5.486400000000001,2.7432000000000003,146.056624,Madeira,27877.5,82.425,Não,Sim,Sim,Rodoviário,Não,Sim,Não,27/01/22,26/01/22,1136.1
9e98efb9-dc9a-45df-b999-cd08b494b2dd,Noel Rubio,0.57,1.2192,0.9144,11.793392,Madeira,16537.5,99.6975,Sim,Sim,Sim,Aéreo,Não,Não,Não,10/02/20,14/02/20,958.86
d9c7c6aa-8c0c-438b-b453-eeeb808c04d3,Nicole Russell,0.41,5.7912,2.4384,1407.042384,Alumínio,33757.5,62.055,Sim,Sim,Não,Aéreo,Não,Sim,Não,09/01/22,12/01/22,1030.785
ca27d31f-8999-4fe4-911b-2260a117e7ba,Sam Lemoyne,0.41,3.3528,2.4384,369.67748,Argila,28980.0,111.93,Não,Não,Sim,Aquaviário,Sim,Sim,Sim,19/07/22,22/07/22,1256.4825
bad06667-15a3-48d2-979c-8894110619b1,Nicolas Godbolt,0.4618504347826087,2.7432000000000003,1.524,296.195576,Bronze,29400.0,118.65,Sim,Sim,Não,Aéreo,Não,Não,Não,02/02/21,30/01/21,2136.2775
4d2ed567-5836-4b96-9fd1-8df7ac1efec0,Amanda Ramos,0.16,6.096,3.3528,1268.696824,Não especificado,15907.5,75.1275,Sim,Sim,Não,Aéreo,Não,Sim,Não,28/12/19,30/12/19,967.6275
678f3e39-81f0-4ec9-a2d2-eb48b8917aa3,Belinda Curran,0.46,3.6576,2.4384,656.801216,Bronze,51712.5,80.3775,Sim,Não,Sim,Aquaviário,Não,Sim,Não,18/01/19,21/01/19,1950.795
f31feafe-8c71-4e3b-9a2f-75f084aea4ba,Annie Charron,0.65,1.2192,1.2192,35.380176,Bronze,24307.5,72.2925,Não,Sim,Sim,Rodoviário,Não,Não,Sim,16/04/22,16/04/22,1213.4325
61f08589-710d-49f8-9152-8354b14cb756,Larry Elder,0.32,10.668,3.3528,222.713672,Madeira,17587.5,79.59,Não,Não,Não,Não especificado,Não,Não,Não,07/11/20,10/11/20,827.4
aa06254c-b454-4c32-9ad7-6d353e247abe,Pauline Tejeda,0.4618504347826087,3.9624,2.1336,1419.74296,Bronze,32602.5,84.105,Não,Sim,Sim,Rodoviário,Não,Sim,Não,07/10/21,10/10/21,864.6225
ffca3814-184b-4f49-82db-4d4c5f1a41cb,Florentino Botcher,0.29,12.8016,5.486400000000001,6404.71904,Argila,66097.5,378.8925,Não,Não,Não,Rodoviário,Sim,Sim,Não,28/09/21,30/09/21,3443.4225
11c5a68d-24a0-4352-b9e6-2741e2775d8d,Elizabeth Outman,0.48,5.486400000000001,2.7432000000000003,379.656504,Alumínio,16380.0,57.645,Sim,Não,Sim,Aquaviário,Não,Sim,Não,23/05/22,25/05/22,956.76
efef3373-0eee-4674-bb30-5a9293d529b9,Loretta Chung,0.58,10.3632,2.4384,210.013096,Não especificado,19845.0,70.035,Sim,Não,Não,Não especificado,Não,Sim,Sim,04/08/20,31/07/20,1561.035
25f553b8-d0ab-46ee-94e7-b5ac01b40b11,Janet Gustafson,0.4618504347826087,1.524,0.9144,317.967992,Pedra,35175.0,126.84,Sim,Não,Não,Aéreo,Não,Sim,Não,06/03/21,08/03/21,1330.8225
e6850694-8ff3-4dbe-ae09-b30d4939b8e3,Michael Vargas,0.62,8.5344,2.1336,1407.042384,Madeira,15907.5,68.4075,Não,Não,Sim,Rodoviário,Não,Não,Não,26/06/20,28/06/20,1523.9699999999998
e9e5837f-14df-4dca-8f5d-857f72e3df65,Matthew Broberg,0.25,5.7912,3.3528,3922.663616,Bronze,89460.0,390.6525,Não,Sim,Não,Aéreo,Não,Sim,Não,19/02/22,19/02/22,2767.9575
58d509eb-36ee-4539-95e8-2665fd087267,Theresa Stiles,0.16,8.8392,2.7432000000000003,1407.042384,Argila,34072.5,115.2375,Não,Não,Não,Não especificado,Sim,Sim,Não,04/01/21,02/01/21,1044.0675
32671417-849c-4b89-93fb-70577a2d0b06,Sherman Bowers,0.47,3.3528,2.1336,597.834256,Bronze,21787.5,68.9325,Não,Não,Não,Rodoviário,Não,Sim,Não,22/11/21,23/11/21,941.4825
025c49d9-10f6-4fae-9659-ea42aa7cb2cf,Erin Firestine,0.84,1.2192,1.2192,19.504456,Não especificado,17797.5,82.6875,Não,Não,Sim,Rodoviário,Não,Sim,Não,25/06/19,23/06/19,1127.5425
d98b544e-d74d-477e-bb9d-dac18914e83c,Elda Miller,0.57,2.1336,1.524,1407.042384,Pedra,218452.5,149.415,Não,Não,Sim,Não especificado,Não,Sim,Não,01/10/21,03/10/21,2822.4
98f14006-2a17-43cb-9392-df5ee2667353,Joyce Heppner,0.1,2.1336,1.524,1209.276272,Não especificado,26880.0,74.1825,Sim,Sim,Não,Não especificado,Não,Não,Não,07/06/23,07/06/23,1187.7075
9e972d45-70e7-49e0-8232-7c98b880b6fb,Jan Roth,0.34,2.4384,2.4384,2337.359576,Não especificado,46830.0,513.3975,Sim,Não,Não,Aquaviário,Não,Sim,Não,06/03/21,07/03/21,3402.525
736915f6-fa74-4b5f-97c5-87c80a6f26a0,Georgie Miles,0.33,8.5344,2.4384,1407.042384,Argila,45727.5,126.315,Não,Sim,Não,Não especificado,Sim,Sim,Não,19/02/23,15/02/23,1876.455
973d125f-5b54-4adc-b18f-4487b3666e5c,Dennis Reed,0.25,4.2672,2.1336,2561.887616,Latão,53760.0,419.2125,Sim,Não,Não,Aquaviário,Não,Sim,Não,10/11/22,11/11/22,2524.515
c79b0c4b-13df-4930-ad61-1351b00cd31f,Leslie Leisenring,0.65,9.4488,3.6576,2029.8242,Argila,142275.0,130.0425,Não,Não,Não,Rodoviário,Sim,Sim,Não,05/03/21,07/03/21,2989.245
fb4e0c3c-9806-4bfb-987c-c4eebb8f3542,Robert Clements,0.4618504347826087,9.144,2.4384,4784.034824,Bronze,200655.0,178.1325,Sim,Não,Não,Não especificado,Não,Sim,Não,11/07/20,07/07/20,3041.5875
e396f481-57c8-49f2-b59e-520a970f6a9c,Nicolas Matherly,0.22,4.8768,2.1336,1510.46136,Latão,58905.0,109.2525,Sim,Não,Não,Aquaviário,Não,Sim,Sim,09/12/20,10/12/20,1077.1425
fdd66e6e-b255-4b5b-b5b0-93add1dce643,Glady Lund,0.28,0.9144,0.9144,1407.042384,Pedra,31920.0,72.555,Não,Sim,Sim,Rodoviário,Não,Sim,Não,11/10/21,10/10/21,1175.6325
ed6a3d48-7b1e-4238-828e-08ff6c274275,Helen Nguyen,0.74,5.7912,2.1336,421.386968,Não especificado,49245.0,54.9675,Não,Não,Não,Rodoviário,Sim,Sim,Não,13/09/22,15/09/22,4942.2975
9605a157-85f9-46c0-b23c-9d95c3c7ff0f,Jess Moore,0.4618504347826087,0.9144,0.6096,38.55532,Mármore,29610.0,74.4975,Não,Sim,Não,Aéreo,Não,Sim,Não,04/12/21,07/12/21,1346.7824999999998
dfa45a46-fcf1-4bf3-9c3e-04afe9f1f709,Martha Bednarz,0.74,7.010400000000001,2.1336,636.843168,Argila,28822.5,94.0275,Não,Não,Não,Rodoviário,Sim,Sim,Não,31/08/20,28/08/20,2500.89
17cfb375-2e6d-47af-9dc5-7077b803e15f,Nathan Copher,0.27,4.2672,1.8288,151.95332,Alumínio,21787.5,113.6625,Não,Não,Não,Rodoviário,Não,Sim,Não,21/06/22,19/06/22,932.925
3cd2624a-c550-440b-a79b-48c1b0b1832b,Eric Smith,0.43,1.2192,0.9144,14.514944,Alumínio,21840.0,116.55,Não,Não,Não,Rodoviário,Não,Sim,Sim,06/09/21,10/09/21,849.345
448e08ad-f491-4d9d-97d1-0aa4c6d20b25,Ramona Devos,0.4618504347826087,6.096,1.8288,82.553744,Não especificado,21052.5,88.83000000000001,Não,Não,Sim,Não especificado,Não,Sim,Não,03/01/20,04/01/20,608.265
f0bc142e-1f4c-434c-b132-9db902842da2,Aaron Radford,0.17,4.2672,1.8288,178.261656,Alumínio,33232.5,118.335,Não,Sim,Não,Aéreo,Não,Sim,Não,17/08/22,15/08/22,918.6975
b9872a52-2349-4ba5-9cea-756162c5cc7e,Walter Marcus,0.5,9.144,6.096,394.62504,Madeira,33652.5,84.5775,Sim,Sim,Sim,Aéreo,Não,Não,Não,02/08/21,31/07/21,2494.17
